dataset,k,weight,rmse,time_seconds
Adult,3,uniform,0.14403295599109386,14.22362720000092
Adult,3,distance,0.14953001687481213,13.136416699970141
Adult,5,uniform,0.13791489296788767,14.603568600025028
Adult,5,distance,0.1444913780944892,13.744642399949953
Adult,7,uniform,0.13207376572018037,14.39521580003202
Adult,7,distance,0.1424439711425612,14.994466800009832
Adult,11,uniform,0.1306813491481517,17.351664599962533
Adult,11,distance,0.14141382068716962,18.41687880002428
