dataset,n_rows,m_cols,time_seconds
Adult,500,6,2.935119899921119
Adult,1000,6,10.537523000035435
Adult,2000,6,46.422627500025555
Adult,5000,6,306.1919686999172
Adult,10000,6,1519.7795667001046
